pdb	seed_dir	DockQ_HA	iRMSD_HA	fnat_HA	DockQ_LA
8b7h	seed_1812140441	0.696337806072771	1.5442297411020627	0.8484848484848485	0.7795017268353575
8b7h	seed_2746317213	0.726160930385365	1.1237359510636484	0.8181818181818182	0.7872814246673056
8b7h	seed_3163119785	0.6404214785070337	1.8530567749615414	0.7272727272727273	0.7481012206934423
8b7h	seed_958682846	0.720491751283464	1.164646032221418	0.7272727272727273	0.8064197244917594
8be2	seed_1181241943	0.48364133292705086	1.365812959982623	0.6981132075471698	
8be2	seed_1812140441	0.4085023103876601	1.707406991535785	0.5849056603773585	
8be2	seed_2746317213	0.7593511489228685	1.0756958505812708	0.7169811320754716	
8be2	seed_3163119785	0.7237134108465808	1.3299734379690165	0.6981132075471698	
8be2	seed_958682846	0.5111483973079213	1.172521631492724	0.7169811320754716	
8bec	seed_1181241943	0.01032436914320132	26.877361041760572	0.0	
8bec	seed_1812140441	0.010323443885207449	25.775035114871763	0.0	
8bec	seed_2746317213				
8bec	seed_3163119785	0.007068157633170892	31.286296629208664	0.0	
8bec	seed_958682846	0.06171577297079204	19.123689270867143	0.14444444444444443	
8bg2	seed_1181241943				
8bg2	seed_1812140441				
8bg2	seed_2746317213	0.012400736055072832	24.064340251402367	0.0	
8bg2	seed_3163119785				
8bg2	seed_958682846				
8bg3	seed_1181241943				
8bg3	seed_1812140441				
8bg3	seed_2746317213				
8bg3	seed_3163119785				
8bg3	seed_958682846				
8bg4	seed_1181241943	0.02705076817144649	21.6374996607462	0.05714285714285714	
8bg4	seed_1812140441	0.03006884695417722	19.616674012243834	0.06666666666666667	
8bg4	seed_2746317213				
8bg4	seed_3163119785				
8bg4	seed_958682846	0.02353682393124144	22.558523319586296	0.047619047619047616	
8bg5	seed_1181241943				
8bg5	seed_1812140441				
8bg5	seed_2746317213				
8bg5	seed_3163119785				
8bg5	seed_958682846				
8bk2	seed_1181241943	0.020796296116807878	17.365896939185255	0.0	0.01934697282914361
8bk2	seed_1812140441	0.041102107759056095	10.251791643221864	0.0	0.041332224652246376
8bk2	seed_2746317213	0.8124183894864867	0.6504863820968921	0.8275862068965517	0.7583430580705657
8bk2	seed_3163119785				
8bk2	seed_958682846	0.8412450180769105	0.4834463830510836	0.8275862068965517	0.7665625968990738
8byu	seed_1181241943	0.00520790214338061	16.027034453422274	0.0	0.005644004398170488
8byu	seed_1812140441	0.00644057484259945	13.908709893159699	0.0	0.00758172131800586
8byu	seed_2746317213	0.006229127475542252	14.757284408371232	0.0	0.004975569662459173
8byu	seed_3163119785	0.004057292126585528	20.99617031996584	0.0	0.005748525367981527
8byu	seed_958682846	0.011116831383167665	12.094878560406812	0.0	0.014309285277160202
8c3k	seed_1181241943	0.11583839919433092	8.24986678327054	0.058823529411764705	
8c3k	seed_1812140441	0.10044281020968875	10.430431179101875	0.09803921568627451	
8c3k	seed_2746317213	0.9342373424954599	0.5709191899057618	0.9411764705882353	
8c3k	seed_3163119785	0.2442298518799745	4.780835807156618	0.19607843137254902	
8c3k	seed_958682846	0.3059714728399716	3.9430327853271487	0.29411764705882354	
8c5h	seed_1181241943	0.5562666338340577	2.1554988075232266	0.7346938775510204	
8c5h	seed_1812140441	0.163641574959825	6.367531742718147	0.20408163265306123	
8c5h	seed_2746317213	0.5307446942616324	2.297239170249105	0.7142857142857143	
8c5h	seed_3163119785	0.5578061416607228	2.0840337502695596	0.7346938775510204	
8c5h	seed_958682846	0.11699086008766953	8.049872139770663	0.14285714285714285	
8cbf	seed_1181241943	0.6922013210194925	1.4637753763258916	0.8409090909090909	0.5713359114318368
8cbf	seed_1812140441	0.06551667792113212	7.743585758833679	0.045454545454545456	0.1456757706436046
8cbf	seed_2746317213	0.35668837003319065	3.353306066855531	0.5681818181818182	0.21823172212255085
8cbf	seed_3163119785	0.6932954539183531	1.4419461771968327	0.8636363636363636	0.6230033434385934
8cbf	seed_958682846	0.6866532111398139	1.6356090300553627	0.8409090909090909	0.6198434474981572
8d9y	seed_1181241943				
8d9y	seed_1812140441				
8d9y	seed_2746317213				
8d9y	seed_3163119785				
8d9y	seed_958682846				
8d9z	seed_1181241943	0.2864536041135303	4.698044886592263	0.5142857142857142	0.13296140894297218
8d9z	seed_1812140441	0.41501236718277584	3.691331268483418	0.5428571428571428	0.41002180640142566
8d9z	seed_2746317213	0.17187510558950833	7.343743528184278	0.4	0.0444930352674073
8d9z	seed_3163119785	0.19798840071662704	7.3673527173858	0.2857142857142857	0.14907631645855057
8d9z	seed_958682846	0.7854303667557666	1.4727404870941725	0.9142857142857143	0.7249195994947005
8da0	seed_1181241943				
8da0	seed_1812140441				
8da0	seed_2746317213				
8da0	seed_3163119785				
8da0	seed_958682846				
8ee2	seed_1181241943				
8ee2	seed_1812140441				
8ee2	seed_2746317213				
8ee2	seed_3163119785				
8ee2	seed_958682846				
8eln	seed_1181241943				
8eln	seed_1812140441				
8eln	seed_2746317213				
8eln	seed_3163119785				
8eln	seed_958682846				
8elq	seed_1181241943	0.0108864836091984	16.19824502663085	0.0	
8elq	seed_1812140441	0.27404986314072666	3.5889334292176795	0.35135135135135137	
8elq	seed_2746317213	0.009695880235225777	14.953242731435912	0.0	
8elq	seed_3163119785	0.011108959677702738	15.159301138356891	0.0	
8elq	seed_958682846	0.012164587568621951	14.873315514751761	0.0	
8et0	seed_1181241943	0.6687618204244394	1.4728933958360964	0.5774647887323944	
8et0	seed_1812140441				
8et0	seed_2746317213	0.6734705305598555	1.519677488930135	0.6197183098591549	
8et0	seed_3163119785	0.6985571054544454	1.40865014257741	0.6338028169014085	
8et0	seed_958682846	0.7065828069195924	1.4711763461838143	0.704225352112676	
8evd	seed_1181241943				
8evd	seed_1812140441				
8evd	seed_2746317213				
8evd	seed_3163119785				
8evd	seed_958682846				
8ezk	seed_1181241943				
8ezk	seed_1812140441	0.02022607336587	18.64638950038045	0.0	
8ezk	seed_2746317213				
8ezk	seed_3163119785				
8ezk	seed_958682846				
8ezl	seed_1181241943	0.023909824402211705	12.427636051355249	0.0	
8ezl	seed_1812140441	0.0069800284094796265	28.922869982897037	0.0	
8ezl	seed_2746317213	0.020052563083502842	14.017201654962948	0.0	
8ezl	seed_3163119785	0.02186683582886736	13.566212826792755	0.0	
8ezl	seed_958682846	0.020730304459399627	13.680644785300336	0.0	
8ezm	seed_1181241943	0.021131972512920327	20.89067858854016	0.016129032258064516	
8ezm	seed_1812140441	0.015173868594932333	21.918539830958498	0.0	
8ezm	seed_2746317213	0.016578239115988515	22.865224167469524	0.0	
8ezm	seed_3163119785	0.011974289259290354	24.539729024875484	0.0	
8ezm	seed_958682846	0.014316521153424092	20.286503746122765	0.0	
8f5i	seed_1181241943	0.8409486783664439	1.2332683731479532	0.9565217391304348	0.7580167485376216
8f5i	seed_1812140441	0.764060310295124	1.4928005125907968	0.9565217391304348	0.6246668698340321
8f5i	seed_2746317213	0.48535947716543265	2.562499048232093	0.6521739130434783	0.4309375287989019
8f5i	seed_3163119785	0.7542935251017863	1.3977291361423	0.9565217391304348	0.6010846019661696
8f5i	seed_958682846	0.22320765958837804	6.518598811642658	0.391304347826087	0.1283779904585381
8f6u	seed_1181241943				
8f6u	seed_1812140441				
8f6u	seed_2746317213				
8f6u	seed_3163119785	0.008732582542493813	16.346201144095232	0.0	
8f6u	seed_958682846				
8f6v	seed_1181241943	0.007006220771595566	18.259011235700676	0.0	
8f6v	seed_1812140441				
8f6v	seed_2746317213				
8f6v	seed_3163119785				
8f6v	seed_958682846	0.018591049693818876	14.099271852683515	0.0	
8fdo	seed_1181241943	0.9096953626041114	0.740116387300838	0.9464285714285714	0.8958377102023712
8fdo	seed_1812140441	0.8758852698303533	0.7290518575577577	0.875	0.826163127373984
8fdo	seed_2746317213	0.8384819179684966	1.0328547598582618	0.8928571428571429	0.8154556016353472
8fdo	seed_3163119785	0.8765845692622861	0.8208278070291	0.875	0.8110319940032551
8fdo	seed_958682846	0.8926599755318522	0.7652944728111705	0.9107142857142857	0.8481177966576839
8fxv	seed_1181241943	0.11712637946401243	6.606884771058006	0.1746031746031746	
8fxv	seed_1812140441	0.09741070583798389	6.441035556624636	0.1746031746031746	
8fxv	seed_2746317213	0.014379092717523545	14.148519224486346	0.0	
8fxv	seed_3163119785	0.1656466783808711	5.65814680498361	0.2857142857142857	
8fxv	seed_958682846	0.1936471814230565	6.616254043845328	0.4603174603174603	
8g0i	seed_1181241943	0.01427110385259474	12.4470760515321	0.0	
8g0i	seed_1812140441	0.008382464480646673	18.13436282770988	0.0	
8g0i	seed_2746317213	0.008349459400306994	18.35756640027825	0.0	
8g0i	seed_3163119785	0.008562973649183571	17.595385562987335	0.0	
8g0i	seed_958682846	0.008426968414695172	17.669372602865085	0.0	
8g4p	seed_1181241943	0.04563184866821629	14.104549524023403	0.0	
8g4p	seed_1812140441	0.08197657702655252	9.578176056368319	0.0	
8g4p	seed_2746317213	0.044714486865265184	11.798905242435398	0.0	
8g4p	seed_3163119785	0.08458317807122268	9.968271227225284	0.0	
8g4p	seed_958682846	0.1272139195532906	6.152527520968111	0.16666666666666666	
8gjr	seed_1181241943	0.9182988285174408	0.4832812029031426	0.8870967741935484	
8gjr	seed_1812140441	0.9238869974020422	0.47752667779168123	0.8870967741935484	
8gjr	seed_2746317213	0.9133990277703806	0.5499850330499829	0.8870967741935484	
8gjr	seed_3163119785	0.9060856822304545	0.4884286479997974	0.8709677419354839	
8gjr	seed_958682846	0.8964629618959754	0.6157147361673316	0.8709677419354839	
8gy5	seed_1181241943				
8gy5	seed_1812140441				
8gy5	seed_2746317213				
8gy5	seed_3163119785				
8gy5	seed_958682846	0.039724369527587365	14.976814185354678	0.0	0.04276542435508915
8gye	seed_1181241943	0.6587700376354354	1.0684722365226833	0.8571428571428571	0.5542176611183666
8gye	seed_1812140441	0.798379472102718	0.9563667325844275	0.8809523809523809	0.6807127372304108
8gye	seed_2746317213	0.7360469722855081	0.8871169895481142	0.8571428571428571	0.622156047216872
8gye	seed_3163119785	0.8106603261920126	0.9319403235732611	0.8809523809523809	0.694407844787953
8gye	seed_958682846	0.6674317064959677	1.1083748067709915	0.8333333333333334	0.6039928117649266
8h5t	seed_1181241943	0.01608194082029171	13.692948889884414	0.0	
8h5t	seed_1812140441	0.04067739245763283	9.651182454995102	0.0	
8h5t	seed_2746317213	0.04969172050779417	8.50966481726633	0.01639344262295082	
8h5t	seed_3163119785	0.04965981299582989	10.081759468071011	0.03278688524590164	
8h5t	seed_958682846	0.013547858003152224	15.732503040920278	0.0	
8h5u	seed_1181241943	0.009904431414590834	19.600529670749733	0.0	
8h5u	seed_1812140441	0.009500073313171717	19.38168731128199	0.0	
8h5u	seed_2746317213	0.009685442487832539	19.387374311818704	0.0	
8h5u	seed_3163119785				
8h5u	seed_958682846				
8h63	seed_1181241943	0.8082500308665831	1.044518272230753	0.7808219178082192	
8h63	seed_1812140441	0.5992209762522355	1.6901213013199408	0.5616438356164384	
8h63	seed_2746317213	0.6505889832595816	1.4436302055834438	0.5616438356164384	
8h63	seed_3163119785	0.5391416541749456	1.962285246923834	0.5342465753424658	
8h63	seed_958682846	0.7898799611648578	0.9668702645703189	0.6986301369863014	
8h64	seed_1181241943				
8h64	seed_1812140441				
8h64	seed_2746317213				
8h64	seed_3163119785				
8h64	seed_958682846				
8hes	seed_1181241943	0.021292234857460016	20.45168007865791	0.0	0.022741920394609056
8hes	seed_1812140441	0.030458503486151405	11.11983049900962	0.03278688524590164	0.027035730134885406
8hes	seed_2746317213	0.016589498615655462	20.089383229380932	0.0	0.01844373671335492
8hes	seed_3163119785	0.021554145050842428	20.17549050849874	0.0	0.024860231818159172
8hes	seed_958682846	0.016792508305552557	18.463763315013573	0.0	0.016245995132241755
8hr2	seed_1181241943	0.21174367612764375	3.568843773087623	0.2553191489361702	
8hr2	seed_1812140441	0.14198257231258615	4.310953343162898	0.1702127659574468	
8hr2	seed_2746317213	0.010162422222370003	13.737103033897212	0.0	
8hr2	seed_3163119785	0.2132748817254142	5.749469468328274	0.2127659574468085	
8hr2	seed_958682846	0.010178165348823402	14.049610813200621	0.0	
8idi	seed_1181241943	0.008419720703466216	15.539248467628733	0.0	
8idi	seed_1812140441	0.007626872784697571	17.503567934844586	0.0	
8idi	seed_2746317213	0.008228107832947053	16.119782475868305	0.0	
8idi	seed_3163119785	0.007993360303158633	16.258444012350147	0.0	
8idi	seed_958682846	0.04154041313102234	10.420203225773779	0.058823529411764705	
8ido	seed_1181241943	0.01238589017654057	15.501333650075379	0.0	
8ido	seed_1812140441	0.00673740318406429	21.20293059370012	0.0	
8ido	seed_2746317213	0.010273718688690802	20.2491265983948	0.0	
8ido	seed_3163119785	0.008373709483331949	19.07857496898079	0.0	
8ido	seed_958682846				
8im0	seed_1181241943	0.8979827020683299	0.5494590330298625	0.8571428571428571	
8im0	seed_1812140441	0.9167868865898566	0.43566892821102693	0.8392857142857143	
8im0	seed_2746317213	0.8887892633785457	0.569195199746053	0.8392857142857143	
8im0	seed_3163119785	0.8841298328014182	0.5909853942187546	0.8214285714285714	
8im0	seed_958682846	0.8991948762506814	0.5112729836717377	0.8392857142857143	
8im1	seed_1181241943				
8im1	seed_1812140441				
8im1	seed_2746317213				
8im1	seed_3163119785				
8im1	seed_958682846				
8ipc	seed_1181241943	0.8198272802252028	0.4088800005030211	0.9387755102040817	0.5564869565983246
8ipc	seed_1812140441	0.7654701300007091	0.7691148383249778	0.8775510204081632	0.5123967219795729
8ipc	seed_2746317213	0.6197852143684833	1.0177531867293252	0.9183673469387755	0.3810433873246075
8ipc	seed_3163119785	0.5832446883110194	1.1621687194887784	0.8775510204081632	0.3511430156242707
8ipc	seed_958682846	0.5893930603241975	1.0685433312488208	0.9183673469387755	0.3532559899437849
8jel	seed_1181241943				
8jel	seed_1812140441				
8jel	seed_2746317213	0.9025794922599296	0.6750021670923468	0.9117647058823529	0.9517885558239755
8jel	seed_3163119785				
8jel	seed_958682846				
8jeo	seed_1181241943				
8jeo	seed_1812140441				
8jeo	seed_2746317213				
8jeo	seed_3163119785				
8jeo	seed_958682846	0.748595127729771	1.194701509375581	0.7692307692307693	0.8082262111654671
8jyr	seed_1181241943	0.03242968030387329	9.415219316058604	0.0	0.03223459103149499
8jyr	seed_1812140441	0.03226257048908666	9.319259285449501	0.0	0.03225475748600091
8jyr	seed_2746317213	0.03309758323574048	9.40349186098906	0.0	0.03285506851963618
8jyr	seed_3163119785	0.04829531561710602	9.356366271559757	0.024390243902439025	0.038535551156680524
8jyr	seed_958682846	0.033323882681849805	9.333961748230934	0.0	0.03368504055874277
8k33	seed_1181241943				
8k33	seed_1812140441				
8k33	seed_2746317213				
8k33	seed_3163119785				
8k33	seed_958682846				
8k3k	seed_1181241943	0.011624519164320132	13.57104880494931	0.0	
8k3k	seed_1812140441	0.009479637074565077	14.525092595685447	0.0	
8k3k	seed_2746317213	0.009796410032985205	14.47118308934202	0.0	
8k3k	seed_3163119785	0.0158966587934795	16.421159519975095	0.0	
8k3k	seed_958682846	0.00763014018363239	15.222353645817368	0.0	
8k3l	seed_1181241943				
8k3l	seed_1812140441				
8k3l	seed_2746317213				
8k3l	seed_3163119785				
8k3l	seed_958682846	0.011381161549208596	13.677630369967295	0.0	
8opr	seed_1181241943	0.008634188879107767	26.850694811196014	0.0	
8opr	seed_1812140441	0.012575034897242819	20.751250192265157	0.0	
8opr	seed_2746317213	0.017537167587181917	20.18767835751806	0.0	
8opr	seed_3163119785	0.020506645527118714	12.793820020589123	0.0	
8opr	seed_958682846	0.0070032510048069286	20.02852589259786	0.0	
8oww	seed_1181241943	0.01101633540040165	17.452106976572676	0.0	
8oww	seed_1812140441	0.14387834011878822	6.583241254634702	0.10526315789473684	
8oww	seed_2746317213	0.010939281192406667	16.912719030035888	0.0	
8oww	seed_3163119785	0.011290604913838376	16.469109456875447	0.0	
8oww	seed_958682846	0.010487173464163986	17.152145355410838	0.0	
8oxv	seed_1181241943	0.011050084013161094	13.576078486005803	0.0	0.01232915324590369
8oxv	seed_1812140441	0.005333270486751009	16.80486402833346	0.0	0.003961627345402044
8oxv	seed_2746317213	0.005341712179405614	16.693070887001884	0.0	0.004249328091348876
8oxv	seed_3163119785	0.008402535209457263	13.21212594043896	0.0	0.005435786531389386
8oxv	seed_958682846	0.00506269793998308	17.48104602667648	0.0	0.004049784629724135
8oxw	seed_1181241943	0.021750484163501685	10.086818093863906	0.0	0.013210637918399723
8oxw	seed_1812140441	0.011134227303539515	15.495239511210068	0.0	0.011013633620520616
8oxw	seed_2746317213	0.005227954845732204	15.90183593200869	0.0	0.004045975618292963
8oxw	seed_3163119785	0.00506205604309596	18.50196471782779	0.0	0.005841561949942558
8oxw	seed_958682846	0.0033102830215881265	22.933616402016888	0.0	0.0032279001773723947
8oxx	seed_1181241943	0.004283772310412226	17.70517566384752	0.0	0.005816764609913501
8oxx	seed_1812140441	0.015106533647200812	12.379382560055424	0.0	0.09814326164646174
8oxx	seed_2746317213	0.011852936906212539	10.97703367591503	0.0	0.007815240446922373
8oxx	seed_3163119785	0.010502172102437304	21.73093870111453	0.0	0.02046762240750172
8oxx	seed_958682846	0.004249743629877925	17.874172141134334	0.0	0.005954678574632423
8oxy	seed_1181241943	0.00559321109755781	16.03242276661268	0.0	0.005032356384387461
8oxy	seed_1812140441	0.015646447523575188	15.303524227509172	0.0	0.09112792073059252
8oxy	seed_2746317213	0.01062913191854841	15.059246113242223	0.0	0.011665933251448239
8oxy	seed_3163119785	0.003756277855157136	21.42944501673205	0.0	0.0049602536563442615
8oxy	seed_958682846	0.01971412126226511	10.985936435568163	0.0	0.008938430314492
8ozb	seed_1181241943				
8ozb	seed_1812140441				
8ozb	seed_2746317213				
8ozb	seed_3163119785				
8ozb	seed_958682846				
8pe1	seed_1181241943				
8pe1	seed_1812140441				
8pe1	seed_2746317213				
8pe1	seed_3163119785				
8pe1	seed_958682846				
8pe2	seed_1181241943	0.7155448598215163	1.1970823863940996	0.7586206896551724	
8pe2	seed_1812140441	0.7536316625770206	1.1286237169867688	0.8160919540229885	
8pe2	seed_2746317213	0.7782899568702742	1.1533556731154455	0.8620689655172413	
8pe2	seed_3163119785	0.7413843193259146	1.243766726647644	0.8045977011494253	
8pe2	seed_958682846	0.7847672254849126	1.0780873156813122	0.8390804597701149	
8pih	seed_1181241943	0.5462653876791274	1.6609377122479752	0.5344827586206896	
8pih	seed_1812140441	0.8880869424577337	0.7965189026583485	0.9655172413793104	
8pih	seed_2746317213	0.9042825254416188	0.6258440632140202	0.9655172413793104	
8pih	seed_3163119785	0.9053089257908074	0.616220736935118	0.9482758620689655	
8pih	seed_958682846	0.21836925823712303	4.075517612910024	0.3103448275862069	
8pmz	seed_1181241943				
8pmz	seed_1812140441	0.008337493045690971	22.26706627701404	0.0	
8pmz	seed_2746317213	0.008314554163370791	22.068725325370412	0.0	
8pmz	seed_3163119785	0.007059260434074513	24.79728645096468	0.0	
8pmz	seed_958682846	0.016140085065457412	16.016047654418877	0.0	
8pwv	seed_1181241943				
8pwv	seed_1812140441				
8pwv	seed_2746317213				
8pwv	seed_3163119785				
8pwv	seed_958682846				
8pww	seed_1181241943				
8pww	seed_1812140441				
8pww	seed_2746317213	0.02289105652861087	20.050949387324575	0.023255813953488372	
8pww	seed_3163119785				
8pww	seed_958682846				
8pyr	seed_1181241943				
8pyr	seed_1812140441				
8pyr	seed_2746317213	0.9107981830093115	0.5792842117600187	0.8709677419354839	
8pyr	seed_3163119785	0.895516779361499	0.6445003147469825	0.8548387096774194	
8pyr	seed_958682846				
8q3j	seed_1181241943				
8q3j	seed_1812140441				
8q3j	seed_2746317213				
8q3j	seed_3163119785				
8q3j	seed_958682846				
8q6r	seed_1181241943				
8q6r	seed_1812140441				
8q6r	seed_2746317213				
8q6r	seed_3163119785				
8q6r	seed_958682846				
8q7o	seed_1181241943				
